"profile","task","commits","required_configuration","required_slots","tools","effect_verifiers","states","confirmation","channels","languages","gaps","execution_evidence"
"seguros/auto","quote_policy","true","business_identity | pipeline | faq_content | insurance_plans","plan_id:reference:tool | risk_profile:text:customer | customer_name:text:customer","get_insurance_plans | calculate_quote","","collecting > quoted > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/auto","file_claim","true","business_identity | pipeline | faq_content | insurance_plans","policy_number:reference:derived | incident_description:text:customer","request_identity_code | verify_identity_code | check_policy_status | file_claim","","identifying > collecting > filed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/broker","ask_question","false","business_identity | pipeline | faq_content | insurance_plans","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"seguros/broker","quote_policy","true","business_identity | pipeline | faq_content | insurance_plans","plan_id:reference:tool | risk_profile:text:customer | customer_name:text:customer","get_insurance_plans | calculate_quote","","collecting > quoted > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/broker","file_claim","true","business_identity | pipeline | faq_content | insurance_plans","policy_number:reference:derived | incident_description:text:customer","request_identity_code | verify_identity_code | check_policy_status | file_claim","","identifying > collecting > filed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/salud","ask_question","false","business_identity | pipeline | faq_content | insurance_plans","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"seguros/salud","quote_policy","true","business_identity | pipeline | faq_content | insurance_plans","plan_id:reference:tool | risk_profile:text:customer | customer_name:text:customer","get_insurance_plans | calculate_quote","","collecting > quoted > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/salud","file_claim","true","business_identity | pipeline | faq_content | insurance_plans","policy_number:reference:derived | incident_description:text:customer","request_identity_code | verify_identity_code | check_policy_status | file_claim","","identifying > collecting > filed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/vida","ask_question","false","business_identity | pipeline | faq_content | insurance_plans","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"seguros/vida","quote_policy","true","business_identity | pipeline | faq_content | insurance_plans","plan_id:reference:tool | risk_profile:text:customer | customer_name:text:customer","get_insurance_plans | calculate_quote","","collecting > quoted > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"seguros/vida","file_claim","true","business_identity | pipeline | faq_content | insurance_plans","policy_number:reference:derived | incident_description:text:customer","request_identity_code | verify_identity_code | check_policy_status | file_claim","","identifying > collecting > filed > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/cerrajeria","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/cerrajeria","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/electricidad","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/electricidad","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/fumigacion","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/fumigacion","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/jardineria","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/jardineria","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/limpieza","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/limpieza","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/pintura","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/pintura","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_hogar/plomeria","ask_question","false","business_identity | pipeline | faq_content | service_catalog","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_hogar/plomeria","request_service","true","business_identity | pipeline | faq_content | service_catalog","problem_description:text:customer | address:text:customer | starts_at:datetime:customer | customer_name:text:customer","create_service_request | check_request_status","service_requests:service_requests.contact_id","collecting > confirming > requested > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"servicios_profesionales/abogados","ask_question","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/abogados","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/abogados","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/abogados","case_status","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","case_reference:reference:derived","get_case_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/arquitectos","ask_question","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/arquitectos","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/arquitectos","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/arquitectos","case_status","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","case_reference:reference:derived","get_case_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/consultores","ask_question","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/consultores","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/consultores","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/consultores","case_status","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","case_reference:reference:derived","get_case_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/contadores","ask_question","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/contadores","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/contadores","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | professional_cases","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"servicios_profesionales/contadores","case_status","false","business_identity | pipeline | faq_content | appointment_services | professional_cases","case_reference:reference:derived","get_case_status","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/desarrollo","ask_question","false","business_identity | pipeline | faq_content | appointment_services","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/desarrollo","book_appointment","true","business_identity | pipeline | faq_content | appointment_services","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/desarrollo","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/hardware","ask_question","false","business_identity | pipeline | faq_content | catalog_items","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/hardware","browse_catalog","false","business_identity | pipeline | faq_content | catalog_items","","search_products | get_product | check_stock","","listed > empty > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/hardware","place_catalog_order","true","business_identity | pipeline | faq_content | catalog_items","items:reference:customer | customer_name:text:customer","get_product | check_stock | place_catalog_order | search_products","catalog_orders:orders.contact_id","collecting > confirming > ordered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"technology/saas","ask_question","false","business_identity | pipeline | faq_content | appointment_services","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/saas","book_appointment","true","business_identity | pipeline | faq_content | appointment_services","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/saas","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"technology/soporte_ti_msp","ask_question","false","business_identity | pipeline | faq_content","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/agencia_viajes","ask_question","false","business_identity | pipeline | faq_content | tour_packages","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/agencia_viajes","book_tour","true","business_identity | pipeline | faq_content | tour_packages","package_id:reference:tool | starts_at:datetime:customer | travellers:number:customer | customer_name:text:customer","search_packages | check_package_availability | create_tour_booking | get_package_details","tour_bookings:tour_bookings.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"turismo/alquiler_vacacional","ask_question","false","business_identity | pipeline | faq_content | properties","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/alquiler_vacacional","book_stay","true","business_identity | pipeline | faq_content | properties","property_id:reference:tool | check_in:date:customer | check_out:date:customer | guests:number:customer | customer_name:text:customer","list_properties | check_property_availability | create_property_booking","property_bookings:property_bookings.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"turismo/alquiler_vacacional","stay_logistics","false","business_identity | pipeline | faq_content | properties","","get_property_details | list_my_property_bookings | get_check_in_instructions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/hotel","ask_question","false","business_identity | pipeline | faq_content | properties","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/hotel","book_stay","true","business_identity | pipeline | faq_content | properties","property_id:reference:tool | check_in:date:customer | check_out:date:customer | guests:number:customer | customer_name:text:customer","list_properties | check_property_availability | create_property_booking","property_bookings:property_bookings.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"turismo/hotel","stay_logistics","false","business_identity | pipeline | faq_content | properties","","get_property_details | list_my_property_bookings | get_check_in_instructions","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/tours","ask_question","false","business_identity | pipeline | faq_content | tour_packages","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"turismo/tours","book_tour","true","business_identity | pipeline | faq_content | tour_packages","package_id:reference:tool | starts_at:datetime:customer | travellers:number:customer | customer_name:text:customer","search_packages | check_package_availability | create_tour_booking | get_package_details","tour_bookings:tour_bookings.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","positive_task_case_missing | profile_execution_evidence_missing","not_run"
"veterinaria/clinica_general","ask_question","false","business_identity | pipeline | faq_content | appointment_services | pets","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/clinica_general","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/clinica_general","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/clinica_general","register_pet","true","business_identity | pipeline | faq_content | appointment_services | pets","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"veterinaria/clinica_general","pet_emergency","false","business_identity | pipeline | faq_content | appointment_services | pets","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/exoticos","ask_question","false","business_identity | pipeline | faq_content | appointment_services | pets","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/exoticos","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/exoticos","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/exoticos","register_pet","true","business_identity | pipeline | faq_content | appointment_services | pets","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"veterinaria/exoticos","pet_emergency","false","business_identity | pipeline | faq_content | appointment_services | pets","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/hospital_24h","ask_question","false","business_identity | pipeline | faq_content | appointment_services | pets","question:text:customer","search_faqs | search_knowledge_base","","answered > not_found > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/hospital_24h","book_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","service_id:reference:tool | starts_at:datetime:customer | customer_name:text:customer","list_services | check_availability | create_appointment","appointments:appointments.contact_id","collecting > confirming > booked > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/hospital_24h","cancel_appointment","true","business_identity | pipeline | faq_content | appointment_services | pets","appointment_id:reference:tool","list_customer_appointments | cancel_appointment | get_appointment_details","appointments:appointments.contact_id","identifying > confirming > cancelled > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
"veterinaria/hospital_24h","register_pet","true","business_identity | pipeline | faq_content | appointment_services | pets","pet_name:text:customer | species:enum:customer","list_pets_for_contact | register_pet | update_pet","","collecting > registered > handed_off","explicit","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","effect_verifier_missing | positive_task_case_missing | profile_execution_evidence_missing","not_run"
"veterinaria/hospital_24h","pet_emergency","false","business_identity | pipeline | faq_content | appointment_services | pets","symptoms:text:customer","triage_pet_emergency","","triaged > handed_off","none","whatsapp | instagram | messenger | telegram | web_widget","es | en | pt | fr","profile_execution_evidence_missing","not_run"
